Sn,System,Sub System,Project Number,Sub Contract,Building Number,Floor,Drawing Zone,Discipline,Sub Discipline,Drawing Stage,DN,Column1,Title,21,Review Time Days,Review Time Overdue,25,S_Date,27,28,C_Date,292,Drawing Submission Status,By2,Aref_0,Asub_0,Asub_02,Asub_03,Jvref_0,Jvc_0,Jvcd_0,Cmac_0,Aref_1,Asub_1,Jvref_1,Jvc_1,Jvcd_1,Cmac_1,Aref_2,Asub_2,Jvref_2,Jvc_2,Jvcd_2,Cmac_2,Aref_3,Asub_3,Jvref_3,Jvc_3,Jvcd_3,Cmac_3,Aref_4,Asub_4,Jvref_4,Jvc_4,Jvcd_4,Cmac_4,Aref_5,Asub_5,Jvref_5,Jvc_5,Jvcd_5,Cmac_5,Aref_6,Asub_6,Jvref_6,Jvc_6,Jvcd_6,Cmac_6,Aref_7,Asub_7,Jvref_7,Jvc_7,Jvcd_7,Cmac_7
54,ICT,DATA NETWORK SYSTEM,1300403,ATS,B05,LF,3.0,ICT,DAT,SD,0,1300403-ATS-B05-LF-03-ICT-DAT-SD-00,Lower Floor  At Level -1.5 And Level -5.0M Data Network System Plan Part 03,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
55,ICT,DATA NETWORK SYSTEM,1300403,ATS,B05,LF,4.0,ICT,DAT,SD,0,1300403-ATS-B05-LF-04-ICT-DAT-SD-00,Lower Floor  At Level -1.5 And Level -5.0M Data Network System Plan Part 04,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
56,ICT,VIDEO SURVELLIANCE SYSTEM,1300403,ATS,B05,LF,0.0,ICT,SEC,SD,0,1300403-ATS-B05-LF-00-ICT-SEC-SD-00,Lower Floor Overall Plan At Level -1.5 And Level -5.0M Ip Video Surveillance System Plan,2025-05-30,,,0.0,1970-01-01 00:00:00.000045807,ATLS-004-SD-ICT-00025-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00025-R00,2025-05-30,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
57,ICT,VIDEO SURVELLIANCE SYSTEM,1300403,ATS,B05,LF,1.0,ICT,SEC,SD,0,1300403-ATS-B05-LF-01-ICT-SEC-SD-00,Lower Floor At Level -1.5 And Level -5.0M Ip Video Surveillance System Plan Part 01,2025-05-30,,,0.0,1970-01-01 00:00:00.000045807,ATLS-004-SD-ICT-00025-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00025-R00,2025-05-30,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
58,ICT,VIDEO SURVELLIANCE SYSTEM,1300403,ATS,B05,LF,2.0,ICT,SEC,SD,0,1300403-ATS-B05-LF-02-ICT-SEC-SD-00,Lower Floor At Level -1.5 And Level -5.0M Ip Video Surveillance System Plan Part 02,2025-05-30,,,0.0,1970-01-01 00:00:00.000045807,ATLS-004-SD-ICT-00025-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00025-R00,2025-05-30,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
59,ICT,VIDEO SURVELLIANCE SYSTEM,1300403,ATS,B05,LF,3.0,ICT,SEC,SD,0,1300403-ATS-B05-LF-03-ICT-SEC-SD-00,Lower Floor At Level -1.5 And Level -5.0M Ip Video Surveillance System Plan Part 03,2025-05-30,,,0.0,1970-01-01 00:00:00.000045807,ATLS-004-SD-ICT-00025-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00025-R00,2025-05-30,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
60,ICT,VIDEO SURVELLIANCE SYSTEM,1300403,ATS,B05,LF,4.0,ICT,SEC,SD,0,1300403-ATS-B05-LF-04-ICT-SEC-SD-00,Lower Floor At Level -1.5 And Level -5.0M Ip Video Surveillance System Plan Part 04,2025-05-30,,,0.0,1970-01-01 00:00:00.000045807,ATLS-004-SD-ICT-00025-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00025-R00,2025-05-30,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
61,ICT,CAR PARKING MANAGEMENT SYSTEM,1300403,ATS,B05,LF,0.0,ICT,CPM,SD,0,1300403-ATS-B05-LF-00-ICT-CPM-SD-00,Lower Floor Overall Plan At Level -1.5 And Level -5.0M Car Parking Management System Plan,2025-05-26,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
62,ICT,CAR PARKING MANAGEMENT SYSTEM,1300403,ATS,B05,LF,1.0,ICT,CPM,SD,0,1300403-ATS-B05-LF-01-ICT-CPM-SD-00,Lower Floor At Level -1.5 And Level -5.0M Car Parking Management System Plan Part 01,2025-05-26,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
63,ICT,CAR PARKING MANAGEMENT SYSTEM,1300403,ATS,B05,LF,2.0,ICT,CPM,SD,0,1300403-ATS-B05-LF-02-ICT-CPM-SD-00,Lower Floor At Level -1.5 And Level -5.0M Car Parking Management System Plan Part 02,2025-05-26,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
64,ICT,CAR PARKING MANAGEMENT SYSTEM,1300403,ATS,B05,LF,3.0,ICT,CPM,SD,0,1300403-ATS-B05-LF-03-ICT-CPM-SD-00,Lower Floor At Level -1.5 And Level -5.0M Car Parking Management System Plan Part 03,2025-05-26,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
65,ICT,CAR PARKING MANAGEMENT SYSTEM,1300403,ATS,B05,LF,4.0,ICT,CPM,SD,0,1300403-ATS-B05-LF-04-ICT-CPM-SD-00,Lower Floor At Level -1.5 And Level -5.0M Car Parking Management System Plan Part 04,2025-05-26,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
66,ICT,SINGLE LINE DIAGRAM,1300403,ATS,B05,00,0.0,ICT,SLD,SD,0,1300403-ATS-B05-00-00-ICT-SLD-SD-00,Fire Alarm System Single Line Diagram,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
67,ICT,SINGLE LINE DIAGRAM,1300403,ATS,B05,00,0.0,ICT,SLD,SD,1,1300403-ATS-B05-00-00-ICT-SLD-SD-01,Ict Data Network & Bms Single Line Diagram,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
68,ICT,SINGLE LINE DIAGRAM,1300403,ATS,B05,00,0.0,ICT,SLD,SD,2,1300403-ATS-B05-00-00-ICT-SLD-SD-02,Ict Rooms Detailed Layout,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
69,ICT,SINGLE LINE DIAGRAM,1300403,ATS,B05,00,0.0,ICT,SLD,SD,3,1300403-ATS-B05-00-00-ICT-SLD-SD-03,Access Control & Ip Cctv System Single-Line Diagram,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
70,ICT,SINGLE LINE DIAGRAM,1300403,ATS,B05,00,0.0,ICT,SLD,SD,4,1300403-ATS-B05-00-00-ICT-SLD-SD-04,Ict Backbone Network Single Line Diagram,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
71,ICT,SINGLE LINE DIAGRAM,1300403,ATS,B05,00,0.0,ICT,SLD,SD,5,1300403-ATS-B05-00-00-ICT-SLD-SD-05,Car Parking Management System (Cpms) Single Line Diagram,2025-06-25,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
72,ICT,ICT TECHNICAL ROOMS,1300403,ATS,B04,00,0.0,ICT,ENL,SD,0,1300403-ATS-B04-00-00-ICT-ENL-SD-00,Ict Technical Rooms Enlarged Plans,2025-06-18,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
73,ICT,FIRE ALARM SYSTEM,1300403,ATS,B04,LF,0.0,ICT,FAS,SD,0,1300403-ATS-B04-LF-00-ICT-FAS-SD-00,Lower Floor Overall Level Fire Alarm System Plan,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
74,ICT,FIRE ALARM SYSTEM,1300403,ATS,B04,LF,1.0,ICT,FAS,SD,0,1300403-ATS-B04-LF-01-ICT-FAS-SD-00,Lower Floor  Fire Alarm System Plan Part 01,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
75,ICT,FIRE ALARM SYSTEM,1300403,ATS,B04,LF,2.0,ICT,FAS,SD,0,1300403-ATS-B04-LF-02-ICT-FAS-SD-00,Lower Floor  Fire Alarm System Plan Part 02,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
76,ICT,FIRE ALARM SYSTEM,1300403,ATS,B04,LF,3.0,ICT,FAS,SD,0,1300403-ATS-B04-LF-03-ICT-FAS-SD-00,Lower Floor  Fire Alarm System Plan Part 03,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
77,ICT,FIRE ALARM SYSTEM,1300403,ATS,B04,LF,4.0,ICT,FAS,SD,0,1300403-ATS-B04-LF-04-ICT-FAS-SD-00,Lower Floor  Fire Alarm System Plan Part 04,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
78,ICT,FIRE ALARM SYSTEM,1300403,ATS,B04,UF,0.0,ICT,FAS,SD,0,1300403-ATS-B04-UF-00-ICT-FAS-SD-00,Upper Floor Overall Level Fire Alarm System Plan,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
79,ICT,FIRE ALARM SYSTEM,1300403,ATS,B04,UF,1.0,ICT,FAS,SD,0,1300403-ATS-B04-UF-01-ICT-FAS-SD-00,Upper Floor  Fire Alarm System Plan Part 01,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
80,ICT,FIRE ALARM SYSTEM,1300403,ATS,B04,UF,2.0,ICT,FAS,SD,0,1300403-ATS-B04-UF-02-ICT-FAS-SD-00,Upper Floor  Fire Alarm System Plan Part 02,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
81,ICT,FIRE ALARM SYSTEM,1300403,ATS,B04,UF,3.0,ICT,FAS,SD,0,1300403-ATS-B04-UF-03-ICT-FAS-SD-00,Upper Floor  Fire Alarm System Plan Part 03,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
82,ICT,FIRE ALARM SYSTEM,1300403,ATS,B04,UF,4.0,ICT,FAS,SD,0,1300403-ATS-B04-UF-04-ICT-FAS-SD-00,Upper Floor  Fire Alarm System Plan Part 04,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
83,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B04,LF,0.0,ICT,COM,SD,0,1300403-ATS-B04-LF-00-ICT-COM-SD-00,Lower Level Floor Overall Communication Equipment Plan,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
84,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B04,LF,1.0,ICT,COM,SD,0,1300403-ATS-B04-LF-01-ICT-COM-SD-00,Lower Level Floor Communication Equipment Plan Part 01,,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
85,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B04,LF,2.0,ICT,COM,SD,0,1300403-ATS-B04-LF-02-ICT-COM-SD-00,Lower Level Floor Communication Equipment Plan Part 02,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
86,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B04,LF,3.0,ICT,COM,SD,0,1300403-ATS-B04-LF-03-ICT-COM-SD-00,Lower Level Floor Communication Equipment Plan Part 03,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
87,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B04,UF,0.0,ICT,COM,SD,0,1300403-ATS-B04-UF-00-ICT-COM-SD-00,Upper Level Floor Overall Communication Equipment Plan,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
88,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B04,UF,1.0,ICT,COM,SD,0,1300403-ATS-B04-UF-01-ICT-COM-SD-00,Upper Level Floor Communication Equipment Plan Part 01,,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
89,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B04,UF,2.0,ICT,COM,SD,0,1300403-ATS-B04-UF-02-ICT-COM-SD-00,Upper Level Floor Communication Equipment Plan Part 02,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
90,ICT,COMMUNICATION EQUIPMENT SYSTEM,1300403,ATS,B04,UF,3.0,ICT,COM,SD,0,1300403-ATS-B04-UF-03-ICT-COM-SD-00,Upper Level Floor Communication Equipment Plan Part 03,2025-06-11,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
91,ICT,CONTAINMENT SYSTEM,1300403,ATS,B04,LF,0.0,ICT,CNT,SD,0,1300403-ATS-B04-LF-00-ICT-CNT-SD-00,Lower Floor Overall Level Contaiment  Plan,2025-05-25,,,0.0,1970-01-01 00:00:00.000045805,ATLS-004-SD-ICT-00019-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00019-R00,2025-05-28,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
92,ICT,CONTAINMENT SYSTEM,1300403,ATS,B04,LF,1.0,ICT,CNT,SD,0,1300403-ATS-B04-LF-01-ICT-CNT-SD-00,Lower Floor  Contaiment  Plan Part 01,2025-05-25,,,0.0,1970-01-01 00:00:00.000045805,ATLS-004-SD-ICT-00019-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00019-R00,2025-05-28,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
93,ICT,CONTAINMENT SYSTEM,1300403,ATS,B04,LF,2.0,ICT,CNT,SD,0,1300403-ATS-B04-LF-02-ICT-CNT-SD-00,Lower Floor  Contaiment  Plan Part 02,2025-05-25,,,0.0,1970-01-01 00:00:00.000045805,ATLS-004-SD-ICT-00019-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00019-R00,2025-05-28,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
94,ICT,CONTAINMENT SYSTEM,1300403,ATS,B04,LF,3.0,ICT,CNT,SD,0,1300403-ATS-B04-LF-03-ICT-CNT-SD-00,Lower Floor  Contaiment  Plan Part 03,2025-05-25,,,0.0,1970-01-01 00:00:00.000045805,ATLS-004-SD-ICT-00019-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00019-R00,2025-05-28,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
95,ICT,CONTAINMENT SYSTEM,1300403,ATS,B04,LF,4.0,ICT,CNT,SD,0,1300403-ATS-B04-LF-04-ICT-CNT-SD-00,Lower Floor  Contaiment  Plan Part 04,2025-05-25,,,0.0,1970-01-01 00:00:00.000045805,ATLS-004-SD-ICT-00019-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00019-R00,2025-05-28,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
96,ICT,CONTAINMENT SYSTEM,1300403,ATS,B04,UF,0.0,ICT,CNT,SD,0,1300403-ATS-B04-UF-00-ICT-CNT-SD-00,Upper Floor Overall Level Contaiment  Plan,2025-05-25,,,0.0,1970-01-01 00:00:00.000045805,ATLS-004-SD-ICT-00019-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00019-R00,2025-05-28,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
97,ICT,CONTAINMENT SYSTEM,1300403,ATS,B04,UF,1.0,ICT,CNT,SD,0,1300403-ATS-B04-UF-01-ICT-CNT-SD-00,Upper Floor  Contaiment  Plan Part 01,2025-05-25,,,0.0,1970-01-01 00:00:00.000045805,ATLS-004-SD-ICT-00019-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00019-R00,2025-05-28,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
98,ICT,CONTAINMENT SYSTEM,1300403,ATS,B04,UF,2.0,ICT,CNT,SD,0,1300403-ATS-B04-UF-02-ICT-CNT-SD-00,Upper Floor  Contaiment  Plan Part 02,2025-05-25,,,0.0,1970-01-01 00:00:00.000045805,ATLS-004-SD-ICT-00019-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00019-R00,2025-05-28,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
99,ICT,CONTAINMENT SYSTEM,1300403,ATS,B04,UF,3.0,ICT,CNT,SD,0,1300403-ATS-B04-UF-03-ICT-CNT-SD-00,Upper Floor  Contaiment  Plan Part 03,2025-05-25,,,0.0,1970-01-01 00:00:00.000045805,ATLS-004-SD-ICT-00019-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00019-R00,2025-05-28,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
100,ICT,CONTAINMENT SYSTEM,1300403,ATS,B04,UF,4.0,ICT,CNT,SD,0,1300403-ATS-B04-UF-04-ICT-CNT-SD-00,Upper Floor  Contaiment  Plan Part 04,2025-05-25,,,0.0,1970-01-01 00:00:00.000045805,ATLS-004-SD-ICT-00019-R00,AR (ATJV),,,SUBMITTED,,ATLS-004-SD-ICT-00019-R00,2025-05-28,,,,AR (ATJV),,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
101,ICT,DATA NETWORK SYSTEM,1300403,ATS,B04,LF,0.0,ICT,DAT,SD,0,1300403-ATS-B04-LF-00-ICT-DAT-SD-00,Lower Floor Overall Level Data Network System Plan,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
102,ICT,DATA NETWORK SYSTEM,1300403,ATS,B04,LF,1.0,ICT,DAT,SD,0,1300403-ATS-B04-LF-01-ICT-DAT-SD-00,Lower Floor  Data Network System Plan Part 01,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
103,ICT,DATA NETWORK SYSTEM,1300403,ATS,B04,LF,2.0,ICT,DAT,SD,0,1300403-ATS-B04-LF-02-ICT-DAT-SD-00,Lower Floor  Data Network System Plan Part 02,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
104,ICT,DATA NETWORK SYSTEM,1300403,ATS,B04,LF,3.0,ICT,DAT,SD,0,1300403-ATS-B04-LF-03-ICT-DAT-SD-00,Lower Floor  Data Network System Plan Part 03,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
105,ICT,DATA NETWORK SYSTEM,1300403,ATS,B04,LF,4.0,ICT,DAT,SD,0,1300403-ATS-B04-LF-04-ICT-DAT-SD-00,Lower Floor  Data Network System Plan Part 04,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
106,ICT,DATA NETWORK SYSTEM,1300403,ATS,B04,UF,0.0,ICT,DAT,SD,0,1300403-ATS-B04-UF-00-ICT-DAT-SD-00,Upper Floor Overall Level Data Network System Plan,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
107,ICT,DATA NETWORK SYSTEM,1300403,ATS,B04,UF,1.0,ICT,DAT,SD,0,1300403-ATS-B04-UF-01-ICT-DAT-SD-00,Upper Floor  Data Network System Plan Part 01,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
108,ICT,DATA NETWORK SYSTEM,1300403,ATS,B04,UF,2.0,ICT,DAT,SD,0,1300403-ATS-B04-UF-02-ICT-DAT-SD-00,Upper Floor  Data Network System Plan Part 02,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
109,ICT,DATA NETWORK SYSTEM,1300403,ATS,B04,UF,3.0,ICT,DAT,SD,0,1300403-ATS-B04-UF-03-ICT-DAT-SD-00,Upper Floor  Data Network System Plan Part 03,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
110,ICT,DATA NETWORK SYSTEM,1300403,ATS,B04,UF,4.0,ICT,DAT,SD,0,1300403-ATS-B04-UF-04-ICT-DAT-SD-00,Upper Floor  Data Network System Plan Part 04,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
111,ICT,VIDEO SURVELLIANCE SYSTEM,1300403,ATS,B04,LF,0.0,ICT,SEC,SD,0,1300403-ATS-B04-LF-00-ICT-SEC-SD-00,Lower Floor Overall Level Ip Cctv System Plan,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
112,ICT,VIDEO SURVELLIANCE SYSTEM,1300403,ATS,B04,LF,1.0,ICT,SEC,SD,0,1300403-ATS-B04-LF-01-ICT-SEC-SD-00,Lower Floor  Ip Cctv System Plan Part 01,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
113,ICT,VIDEO SURVELLIANCE SYSTEM,1300403,ATS,B04,LF,2.0,ICT,SEC,SD,0,1300403-ATS-B04-LF-02-ICT-SEC-SD-00,Lower Floor  Ip Cctv System Plan Part 02,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
114,ICT,VIDEO SURVELLIANCE SYSTEM,1300403,ATS,B04,LF,3.0,ICT,SEC,SD,0,1300403-ATS-B04-LF-03-ICT-SEC-SD-00,Lower Floor  Ip Cctv System Plan Part 03,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
115,ICT,VIDEO SURVELLIANCE SYSTEM,1300403,ATS,B04,LF,4.0,ICT,SEC,SD,0,1300403-ATS-B04-LF-04-ICT-SEC-SD-00,Lower Floor  Ip Cctv System Plan Part 04,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
116,ICT,VIDEO SURVELLIANCE SYSTEM,1300403,ATS,B04,UF,0.0,ICT,SEC,SD,0,1300403-ATS-B04-UF-00-ICT-SEC-SD-00,Upper Floor Overall Level Ip Cctv System Plan,2025-05-30,,,,,,---,,,PENDING,,,,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---,,,,---,,---
